Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
Afghanistan,AFG       ,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,,,,,,,979344507.8,2023034713.0,2143951791.0,2480214114.0,2435844906.0,2485331046.0,2580623924.0,2587774667.0,2529865268.0,2596917266.0,2596050086.0,2751986639.0,2678760424.0,2661685957.0,3040072312.0,3555784340.0,3393247242.0,3428116976.0,3344095867.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"External debt stocks, variable rate (DOD, current US$)",DT.DOD.VTOT.CD,,,,,,,,,,,,,,,,19000000.0,15000000.0,16000000.0,21543000.0,21293000.0,17748000.0,17748000.0,17748000.0,17748000.0,17748000.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"Foreign direct investment, net inflows in reporting economy (DRS, current US$)",BX.KLT.DINV.CD.DT,,,,,,,238000000.0,188690000.0,46033740.0,56107246.5,190774432.0,52173421.0,56823660.0,48311346.0,42975262.5,169146608.0,93591315.3,51533896.77,119435105.7,23404553.65,12970147.98,20600980.0,,,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral (AMT, current US$)",DT.AMT.BLAT.GG.CD,,,,,,,,,0.0,2259000.0,0.0,,,,1983333.3,2233333.3,3100000.0,2233600.0,3316666.6,4400000.0,500000.0,,,,,47865140.3,46678495.8,46049718.0,46049718.0,49262832.8,49262832.8,6940182.2,7406031.7
Afghanistan,AFG       ,World,WLD,"GG, bilateral (DIS, current US$)",DT.DIS.BLAT.GG.CD,,,,,,,39732213.8,6865113.1,603733.3,0.0,0.0,0.0,0.0,0.0,10120533.3,17992800.0,1438712.0,2082133.3,10346133.3,27851000.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral (DOD, current US$)",DT.DOD.BLAT.GG.CD,,,,,,,266025829.5,1083038017.0,1090606093.0,1089167939.0,959476186.2,959574063.9,959446350.7,959408625.9,934494545.5,960184253.1,958261439.0,958615633.8,965450528.8,988986276.3,990653922.7,988723549.8,987053705.0,987769171.1,986324876.3,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral (INT, current US$)",DT.INT.BLAT.GG.CD,,,,,,,,,0.0,,0.0,,,,,,56266.4,112084.1,112601.3,111985.4,55514.4,,,,,14897007.5,12307874.2,9736407.5,7169407.5,4602407.5,2035407.5,110407.5,103913.0
Afghanistan,AFG       ,World,WLD,"GG, bilateral (NFL, current US$)",DT.NFL.BLAT.GG.CD,,,,,,,39732213.8,6865113.1,603733.3,-2259000.0,0.0,,,,8137200.0,15759466.7,-1661288.0,-151466.7,7029466.7,23451000.5,-500000.0,,,0.0,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral (NTR, current US$)",DT.NTR.BLAT.GG.CD,,,,,,,39732000.0,6865000.0,604000.0,-2259000.0,0.0,,,,8137000.0,15759000.0,-1718000.0,-264000.0,6917000.0,23339000.0,-556000.0,,,0.0,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral (TDS, current US$)",DT.TDS.BLAT.GG.CD,,,,,,,,,0.0,2259000.0,0.0,,,,1983333.3,2233333.3,3156266.4,2345684.1,3429267.9,4511985.4,555514.4,,,,,62762147.8,58986370.0,55786125.5,53219125.5,53865240.3,51298240.3,7050589.7,7509944.7
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.GG.CD,,,,,,,,,0.0,,0.0,,,,1733333.3,1733333.3,2600000.0,1733600.0,2566666.6,3400000.0,,,,,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.GG.CD,,,,,,,39732213.8,6865113.1,603733.3,0.0,0.0,0.0,0.0,0.0,10120533.3,17992800.0,1438712.0,2082133.3,10346133.3,27851000.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.GG.CD,,,,,,,42513802.2,49172457.9,47374200.0,47374190.1,47143200.0,47143190.4,47143190.1,47143190.1,55530400.0,94475253.1,93052439.0,93906633.8,101491528.8,126027276.3,124794922.7,119464549.8,117794705.0,118510171.1,117065876.3,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (INT, current US$)",DT.INT.BLTC.GG.CD,,,,,,,,,0.0,,0.0,,,,,,56266.4,112084.1,112601.3,111985.4,55514.4,,,,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.GG.CD,,,,,,,39732000.0,6865000.0,604000.0,,0.0,,,,8387000.0,16259000.0,-1161000.0,349000.0,7779000.0,24451000.0,,,,0.0,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.GG.CD,,,,,,,39732000.0,6865000.0,604000.0,,0.0,,,,8387000.0,16259000.0,-1218000.0,236000.0,7667000.0,24339000.0,-56000.0,,,0.0,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.GG.CD,,,,,,,,,0.0,,0.0,,,,1733333.3,1733333.3,2656266.4,1845684.1,2679267.9,3511985.4,55514.4,,,,,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, bonds (DIS, current US$)",DT.DIS.PBND.GG.CD,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, commercial banks (DIS, current US$)",DT.DIS.PCBK.GG.CD,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, multilateral (AMT, current US$)",DT.AMT.MLAT.GG.CD,,,,,,,3493000.0,1272000.0,1296000.0,881000.0,966000.0,862000.0,1613738.5,4155110.6,10119000.0,16454717.6,19647293.1,20296742.2,21385854.0,20888634.9,21132557.5,14054000.0,9041000.0,10229000.0,27136000.0,48722405.0,48722405.0,48722405.0,48722405.0,48722405.0,47673643.6,46624882.3,46624882.3
Afghanistan,AFG       ,World,WLD,"GG, multilateral (DIS, current US$)",DT.DIS.MLAT.GG.CD,,,,,,,106701984.6,140117058.4,95796325.3,108774066.3,76001339.8,62241085.3,52077909.0,36630750.0,21620177.1,8044693.8,10230934.0,1159429.9,5977063.1,739200.6,440209.2,0.0,0.0,0.0,0.0,,,,,,,,
Afghanistan,AFG       ,World,WLD,"GG, multilateral (DOD, current US$)",DT.DOD.MLAT.GG.CD,,,,,,,653599733.2,819175482.3,903502910.0,1016543849.0,1016071027.0,1072890186.0,1120339663.0,1146822866.0,1086457343.0,1029770540.0,991244525.6,1022951015.0,983434394.8,954621411.8,967795832.5,919242755.4,872349409.8,868916122.2,808395967.2,,,,,,,,
